#Num	#Type	#Forme	#POS	#Lemme	#POS	#MORPH	#REL(ID_Gouv)	#PAUSE
24540	delim		BLANK	BLANK	_	_	_	_
24541	forme	tout	ADV	tout	ADV	_	MOD(24543)	_
24542	delim		BLANK	BLANK	_	_	_	_
24543	forme	en	P	en	P	_	MOD(24533)	_
24544	delim		BLANK	BLANK	_	_	_	_
24545	forme	soutenant	VPR	soutenir	VPR	t=G	PREP(24543)	_
24546	delim		BLANK	BLANK	_	_	_	_
24547	forme	la	DET	la	DET	n=s|g=f	DET(24549)	_
24548	delim		BLANK	BLANK	_	_	_	_
24549	forme	place	NC	place	NC	n=s|g=f	OBJ(24545)	_
24550	delim		BLANK	BLANK	_	_	_	_
24551	forme	du	P+D	de	P+D	n=s|g=m	DEP(24549)	_
24552	delim		BLANK	BLANK	_	_	_	_
24553	forme	papa	NC	papa	NC	n=s|g=m	PREP(24551)	_
24554	delim		BLANK	BLANK	_	_	_	_
24555	forme	dans	P	dans	P	_	MOD(24545)	_
24556	delim		BLANK	BLANK	_	_	_	_
24557	forme	le	DET	le	DET	n=s|g=m	DET(24559)	_
24558	delim		BLANK	BLANK	_	_	_	_
24559	forme	role	NC	_	NC	_	PREP(24555)	_
24560	delim		BLANK	BLANK	_	_	_	_
24561	forme	qu'	PROREL	que	PROREL	_	OBJ(24565)	_
24562	delim		BLANK	BLANK	_	_	_	_
24563	forme	il	CLS	il	CLS	n=s|g=m|p=3	SUJ(24565)	_
24564	delim		BLANK	BLANK	_	_	_	_
24565	forme	souhaite	V	souhaiter	V	n=s|t=P,S|p=1,3	MOD_REL(24559)	_
24566	delim		BLANK	BLANK	_	_	_	_
24567	forme	occuper	VINF	occuper	VINF	t=W	OBJ(24565)	P
24568	delim		BLANK	BLANK	_	_	_	_
24569	delim	.	PONCT	.	_	_	_	_
24570	delim		BLANK	BLANK	_	_	_	_
24571	delim	§	DELIM	§	_	_	_	_
24572	delim		BLANK	BLANK	_	_	_	_
24573	forme	N	NC	_	NC	_	_()	P
24574	delim		BLANK	BLANK	_	_	_	_
24575	delim	§	DELIM	§	_	_	_	_
24576	delim		BLANK	BLANK	_	_	_	_
24577	forme	De	P	de	P	_	MOD(24591)	P
24578	delim		BLANK	BLANK	_	_	_	_
24579	forme	ce	DET	ce	DET	n=s|g=m	DET(24581)	_
24580	delim		BLANK	BLANK	_	_	_	_
24581	forme	fait	NC	fait	NC	n=s|g=m	PREP(24577)	_
24582	delim		BLANK	BLANK	_	_	_	_
24583	forme	le	DET	le	DET	n=s|g=m	DET(24585)	_
24584	delim		BLANK	BLANK	_	_	_	_
24585	forme	placement	NC	placement	NC	n=s|g=m	SUJ(24591)	_
24586	delim		BLANK	BLANK	_	_	_	_
24587	forme	de	P	de	P	_	DEP(24585)	_
24588	delim		BLANK	BLANK	_	_	_	_
24589	forme	Cindy	NPP	Cindy	NPP	n=s|g=f	PREP(24587)	_
24590	delim		BLANK	BLANK	_	_	_	_
24591	forme	est	V	être	V	n=s|t=P|p=3	ROOT	_
24592	delim		BLANK	BLANK	_	_	_	_
24593	forme	favorable	ADJ	favorable	ADJ	n=s	ATS(24591)	_
24594	delim		BLANK	BLANK	_	_	_	_
24595	forme	à	P	à	P	_	MOD(24591)	_
24596	delim		BLANK	BLANK	_	_	_	_
24597	forme	son	DET	son	DET	n=s|g=m|p=3|poss=s	DET(24599)	_
24598	delim		BLANK	BLANK	_	_	_	_
24599	forme	évolution	NC	évolution	NC	n=s|g=f	PREP(24595)	_
24600	delim		BLANK	BLANK	_	_	_	_
24601	delim	,	PONCT	,	_	_	_	_
24602	delim		BLANK	BLANK	_	_	_	_
24603	forme	d'	P	de	P	_	MOD(24591)	_
24604	delim		BLANK	BLANK	_	_	_	_
24605	forme	autantque	ADV	_	ADV	_	MOD(24609)	_
24606	delim		BLANK	BLANK	_	_	_	_
24607	forme	sa	DET	sa	DET	n=s|g=f|p=3|poss=s	DET(24609)	_
24608	delim		BLANK	BLANK	_	_	_	_
24609	forme	scolarité	NC	scolarité	NC	n=s|g=f	PREP(24603)	_
24610	delim		BLANK	BLANK	_	_	_	_
24611	forme	actuelle	ADJ	actuel	ADJ	n=s|g=f	MOD(24609)	_
24612	delim		BLANK	BLANK	_	_	_	_
24613	forme	en	P	en	P	_	DEP(24609)	P
24614	delim		BLANK	BLANK	_	_	_	_
24615	forme	IME	NPP	_	NPP	_	PREP(24613)	_
24616	delim		BLANK	BLANK	_	_	_	_
24617	forme	lui	CLO	lui	CLO	n=s|p=3	AFF(24619)	P
24618	delim		BLANK	BLANK	_	_	_	_
24619	forme	procure	V	procurer	V	n=s|t=P,S|p=1,3	MOD(24591)	_
24620	delim		BLANK	BLANK	_	_	_	_
24621	forme	un	DET	un	DET	n=s|g=m	DET(24623)	_
24622	delim		BLANK	BLANK	_	_	_	_
24623	forme	réel	ADJ	réel	ADJ	n=s|g=m	SUJ(24619)	_
24624	delim		BLANK	BLANK	_	_	_	_
24625	forme	mieux	ADV	mieux	ADV	_	MOD(24623)	_
24626	delim		BLANK	BLANK	_	_	_	_
24627	delim	-	PONCT	-	_	_	_	_
24628	delim		BLANK	BLANK	_	_	_	_
24629	forme	etre	ADV	_	ADV	_	MOD(24623)	_
24630	delim		BLANK	BLANK	_	_	_	_
24631	forme	.	PONCT	.	_	_	_	P
24632	delim		BLANK	BLANK	_	_	_	_
24633	delim	§	DELIM	§	_	_	_	_
24634	delim		BLANK	BLANK	_	_	_	_
24635	forme	EVOLUTION	NC	évolution	NC	n=s|g=f	_()	_
24636	delim		BLANK	BLANK	_	_	_	_
24637	forme	DE	P	de	P	_	DEP(24635)	_
24638	delim		BLANK	BLANK	_	_	_	_
24639	forme	DIDIER	NPP	Didier	NPP	n=s|g=m	PREP(24637)	_
24640	delim		BLANK	BLANK	_	_	_	_
24641	delim	§	DELIM	§	_	_	_	_
24642	delim		BLANK	BLANK	_	_	_	_
24643	forme	EN	P	en	P	_	_()	P
24644	delim		BLANK	BLANK	_	_	_	_
24645	forme	FAMILLE	NPP	_	NPP	_	PREP(24643)	_
24646	delim		BLANK	BLANK	_	_	_	_
24647	forme	D'	P	de	P	_	_()	_
24648	delim		BLANK	BLANK	_	_	_	_
24649	forme	ACCUEIL	NPP	_	NPP	_	PREP(24647)	_
24650	delim		BLANK	BLANK	_	_	_	_
24651	delim	§	DELIM	§	_	_	_	_
24652	delim		BLANK	BLANK	_	_	_	_
24653	forme	SOINS	NC	soin	NC	n=p|g=m	_()	P
24654	delim		BLANK	BLANK	_	_	_	_
24655	delim	§	DELIM	§	_	_	_	_
24656	delim		BLANK	BLANK	_	_	_	_
24657	forme	SCOLARITE	NC	scolarité	NC	n=s|g=f	_()	P
24658	delim		BLANK	BLANK	_	_	_	_
24659	delim	§	DELIM	§	_	_	_	_
24660	delim		BLANK	BLANK	_	_	_	_
24661	forme	RELATIONS	NC	relation	NC	n=p|g=f	_()	P
24662	delim		BLANK	BLANK	_	_	_	_
24663	forme	FAMILIALES	ADJ	familial	ADJ	n=p|g=f	MOD(24661)	_
24664	delim		BLANK	BLANK	_	_	_	_
24665	forme	AVEC	P	avec	P	_	DEP(24661)	_
24666	delim		BLANK	BLANK	_	_	_	_
24667	forme	SA	DET	sa	DET	n=s|g=f|p=3|poss=s	DET(24669)	_
24668	delim		BLANK	BLANK	_	_	_	_
24669	forme	MERE	NPP	Mere	NPP	n=s|g=m	PREP(24665)	_
24670	delim		BLANK	BLANK	_	_	_	_
24671	forme	ET	CC	et	CC	_	COORD(24661)	_
24672	delim		BLANK	BLANK	_	_	_	_
24673	forme	SON	DET	son	DET	n=s|g=m|p=3|poss=s	DET(24675)	_
24674	delim		BLANK	BLANK	_	_	_	_
24675	forme	PARRAIN	NC	parrain	NC	n=s|g=m	DEP_COORD(24671)	_
24676	delim		BLANK	BLANK	_	_	_	_
24677	forme	,	PONCT	,	_	_	_	P
24678	delim		BLANK	BLANK	_	_	_	_
24679	forme	MADAME	NC	Monsieur	NC	n=s|g=f	MOD(24675)	_
24680	delim		BLANK	BLANK	_	_	_	_
24681	forme	ET	CC	et	CC	_	COORD(24679)	_
24682	delim		BLANK	BLANK	_	_	_	_
24683	forme	MONSIEUR	NC	Monsieur	NC	n=s|g=m	DEP_COORD(24681)	_
24684	delim		BLANK	BLANK	_	_	_	_
24685	forme	LEVALLOIS	NPP	_	NPP	_	MOD(24683)	_
24686	delim		BLANK	BLANK	_	_	_	_
24687	forme	AVEC	P	avec	P	_	DEP(24679)	_
24688	delim		BLANK	BLANK	_	_	_	_
24689	forme	SON	DET	son	DET	n=s|g=m|p=3|poss=s	DET(24691)	_
24690	delim		BLANK	BLANK	_	_	_	_
24691	forme	PERE	NPP	Pere	NPP	n=s|g=m	PREP(24687)	_
24692	delim		BLANK	BLANK	_	_	_	_
24693	delim	,	PONCT	,	_	_	_	_
24694	delim		BLANK	BLANK	_	_	_	_
24695	forme	MONSIEUR	NPP	_	NPP	_	MOD(24691)	_
24696	delim		BLANK	BLANK	_	_	_	_
24697	forme	TROUSSOT	NPP	_	NPP	_	MOD(24691)	_
24698	delim		BLANK	BLANK	_	_	_	_
24699	forme	AVEC	P	avec	P	_	DEP(24679)	P
24700	delim		BLANK	BLANK	_	_	_	_
24701	forme	SA	DET	sa	DET	n=s|g=f|p=3|poss=s	DET(24703)	_
24702	delim		BLANK	BLANK	_	_	_	_
24703	forme	FRATRIE	NC	fratrie	NC	n=s|g=f	PREP(24699)	_
24704	delim		BLANK	BLANK	_	_	_	_
24705	delim	§	DELIM	§	_	_	_	_
24706	delim		BLANK	BLANK	_	_	_	_
24707	forme	Dans	P	dans	P	_	_()	P
24708	delim		BLANK	BLANK	_	_	_	_
24709	forme	le	DET	le	DET	n=s|g=m	DET(24711)	_
24710	delim		BLANK	BLANK	_	_	_	_
24711	forme	rapport	NC	rapport	NC	n=s|g=m	PREP(24707)	_
24712	delim		BLANK	BLANK	_	_	_	_
24713	forme	annuel	ADJ	annuel	ADJ	n=s|g=m	MOD(24711)	_
24714	delim		BLANK	BLANK	_	_	_	_
24715	forme	2013	NC	2013	NC	_	MOD(24711)	_
24716	delim		BLANK	BLANK	_	_	_	_
24717	forme	,	PONCT	,	_	_	_	P
24718	delim		BLANK	BLANK	_	_	_	_
24719	forme	nous	CLS	nous	CLS	n=p|p=1	_()	P
24720	delim		BLANK	BLANK	_	_	_	_
24721	forme	prenions	VS	prendre	VS	n=p|t=S|p=1	_()	_
24722	delim		BLANK	BLANK	_	_	_	_
24723	delim	§	DELIM	§	_	_	_	_
24724	delim		BLANK	BLANK	_	_	_	_
24725	forme	Depius	NPP	_	NPP	_	_()	P
24726	delim		BLANK	BLANK	_	_	_	_
24727	forme	la	DET	la	DET	n=s|g=f	DET(24731)	_
24728	delim		BLANK	BLANK	_	_	_	_
24729	forme	denrière	ADJ	_	ADJ	_	MOD(24731)	_
24730	delim		BLANK	BLANK	_	_	_	_
24731	forme	audience	NC	audience	NC	n=s|g=f	MOD(24725)	_
24732	delim		BLANK	BLANK	_	_	_	_
24733	forme	de	P	de	P	_	DEP(24731)	_
24734	delim		BLANK	BLANK	_	_	_	_
24735	forme	mai	NC	mai	NC	n=s|g=m	PREP(24733)	_
24736	delim		BLANK	BLANK	_	_	_	_
24737	forme	2012	NC	2012	NC	_	MOD(24735)	_
24738	delim		BLANK	BLANK	_	_	_	_
24739	forme	datant	VPR	dater	VPR	t=G	MOD(24731)	P
24740	delim		BLANK	BLANK	_	_	_	_
24741	forme	nombreux	ADJ	nombreux	ADJ	g=m	MOD(24743)	P
24742	delim		BLANK	BLANK	_	_	_	_
24743	forme	s	NC	_	NC	_	OBJ(24739)	P
24744	delim		BLANK	BLANK	_	_	_	_
24745	delim	.	PONCT	.	_	_	_	_
24746	delim		BLANK	BLANK	_	_	_	_
24747	delim	§	DELIM	§	_	_	_	_
24748	delim		BLANK	BLANK	_	_	_	_
24749	forme	Tout	PRO	tout	PRO	n=s|g=m	SUJ(24773)	P
24750	delim		BLANK	BLANK	_	_	_	_
24751	forme	d'	P	de	P	_	DEP(24749)	_
24752	delim		BLANK	BLANK	_	_	_	_
24753	forme	abord	NC	abord	NC	n=s|g=m	PREP(24751)	_
24754	delim		BLANK	BLANK	_	_	_	_
24755	forme	sur	P	sur	P	_	DEP(24749)	_
24756	delim		BLANK	BLANK	_	_	_	_
24757	forme	le	DET	le	DET	n=s|g=m	DET(24759)	_
24758	delim		BLANK	BLANK	_	_	_	_
24759	forme	plan	NC	plan	NC	n=s|g=m	PREP(24755)	_
24760	delim		BLANK	BLANK	_	_	_	_
24761	forme	de	P	de	P	_	DEP(24759)	_
24762	delim		BLANK	BLANK	_	_	_	_
24763	forme	placement	NC	placement	NC	n=s|g=m	PREP(24761)	_
24764	delim		BLANK	BLANK	_	_	_	_
24765	delim	,	PONCT	,	_	_	_	_
24766	delim		BLANK	BLANK	_	_	_	_
24767	forme	r	NC	_	NC	_	MOD(24749)	_
24768	delim		BLANK	BLANK	_	_	_	_
24769	forme	Didier	NPP	Didier	NPP	n=s|g=m	MOD(24767)	P
24770	delim		BLANK	BLANK	_	_	_	_
24771	forme	a	V	avoir	V	n=s|t=P|p=3	AUX_TPS(24773)	P
24772	delim		BLANK	BLANK	_	_	_	_
24773	forme	changé	VPP	changer	VPP	n=s|g=m|t=K	ROOT	_
24774	delim		BLANK	BLANK	_	_	_	_
24775	forme	de	P	de	P	_	MOD(24773)	_
24776	delim		BLANK	BLANK	_	_	_	_
24777	forme	famille	NC	famille	NC	n=s|g=f	PREP(24775)	_
24778	delim		BLANK	BLANK	_	_	_	_
24779	forme	d'	P	de	P	_	MOD(24773)	_
24780	delim		BLANK	BLANK	_	_	_	_
24781	forme	accueil	NC	accueil	NC	n=s|g=m	PREP(24779)	_
24782	delim		BLANK	BLANK	_	_	_	_
24783	forme	en	P	en	P	_	MOD(24773)	_
24784	delim		BLANK	BLANK	_	_	_	_
24785	forme	septembre	NC	septembre	NC	n=s|g=m	PREP(24783)	_
24786	delim		BLANK	BLANK	_	_	_	_
24787	forme	2012	NC	2012	NC	_	MOD(24785)	_
24788	delim		BLANK	BLANK	_	_	_	_
24789	forme	.	PONCT	.	_	_	_	P
24790	delim		BLANK	BLANK	_	_	_	_
24791	delim	§	DELIM	§	_	_	_	_
24792	delim		BLANK	BLANK	_	_	_	_
24793	forme	Il	CLS	il	CLS	n=s|g=m|p=3	SUJ(24799)	_
24794	delim		BLANK	BLANK	_	_	_	_
24795	forme	avait	V	avoir	V	n=s|t=I|p=3	AUX_TPS(24799)	_
24796	delim		BLANK	BLANK	_	_	_	_
24797	forme	été	VPP	être	VPP	t=K	AUX_PASS(24799)	P
24798	delim		BLANK	BLANK	_	_	_	_
24799	forme	accueilli	VPP	accueillir	VPP	n=s|g=m|t=K	ROOT	_
24800	delim		BLANK	BLANK	_	_	_	_
24801	forme	depuis	P	depuis	P	_	MOD(24799)	_
24802	delim		BLANK	BLANK	_	_	_	_
24803	forme	2006	NC	2006	NC	_	PREP(24801)	_
24804	delim		BLANK	BLANK	_	_	_	_
24805	delim	.	PONCT	.	_	_	_	_
24806	delim		BLANK	BLANK	_	_	_	_
24807	delim	§	DELIM	§	_	_	_	_
24808	delim		BLANK	BLANK	_	_	_	_
24809	forme	et	CC	et	CC	_	ROOT	P
24810	delim		BLANK	BLANK	_	_	_	_
24811	forme	y	CLO	y	CLO	_	A_OBJ(24815)	_
24812	delim		BLANK	BLANK	_	_	_	_
24813	forme	avait	V	avoir	V	n=s|t=I|p=3	AUX_TPS(24815)	_
24814	delim		BLANK	BLANK	_	_	_	_
24815	forme	trouvé	VPP	trouver	VPP	n=s|g=m|t=K	DEP_COORD(24809)	P
24816	delim		BLANK	BLANK	_	_	_	_
24817	forme	un	DET	un	DET	n=s|g=m	DET(24821)	_
24818	delim		BLANK	BLANK	_	_	_	_
24819	forme	fort	ADJ	fort	ADJ	n=s|g=m	MOD(24821)	_
24820	delim		BLANK	BLANK	_	_	_	_
24821	forme	investissement	NC	investissement	NC	n=s|g=m	MOD(24815)	_
24822	delim		BLANK	BLANK	_	_	_	_
24823	forme	affectif	ADJ	affectif	ADJ	n=s|g=m	MOD(24821)	_
24824	delim		BLANK	BLANK	_	_	_	_
24825	forme	reciproque	NC	_	NC	_	MOD(24821)	P
24826	delim		BLANK	BLANK	_	_	_	_
24827	delim	§	DELIM	§	_	_	_	_
24828	delim		BLANK	BLANK	_	_	_	_
24829	forme	L'	DET	le	DET	n=s	DET(24831)	P
24830	delim		BLANK	BLANK	_	_	_	_
24831	forme	arret	NC	_	NC	_	SUJ(24839)	_
24832	delim		BLANK	BLANK	_	_	_	_
24833	forme	de	P	de	P	_	DEP(24831)	_
24834	delim		BLANK	BLANK	_	_	_	_
24835	forme	ce	DET	ce	DET	n=s|g=m	DET(24837)	_
24836	delim		BLANK	BLANK	_	_	_	_
24837	forme	placement	NC	placement	NC	n=s|g=m	PREP(24833)	_
24838	delim		BLANK	BLANK	_	_	_	_
24839	forme	faisait	V	faire	V	n=s|t=I|p=3	ROOT	P
24840	delim		BLANK	BLANK	_	_	_	_
24841	forme	suite	NC	suite	NC	n=s|g=f	OBJ(24839)	_
24842	delim		BLANK	BLANK	_	_	_	_
24843	forme	aux	P+D	à	P+D	n=p	MOD(24839)	_
24844	delim		BLANK	BLANK	_	_	_	_
24845	forme	difficultés	NC	difficulté	NC	n=p|g=f	PREP(24843)	_
24846	delim		BLANK	BLANK	_	_	_	_
24847	forme	en	P	en	P	_	MOD(24839)	_
24848	delim		BLANK	BLANK	_	_	_	_
24849	forme	famille	NC	famille	NC	n=s|g=f	PREP(24847)	_
24850	delim		BLANK	BLANK	_	_	_	_
24851	forme	d'	P	de	P	_	MOD(24839)	_
24852	delim		BLANK	BLANK	_	_	_	_
24853	forme	accueil	NC	accueil	NC	n=s|g=m	PREP(24851)	_
24854	delim		BLANK	BLANK	_	_	_	_
24855	forme	du	P+D	de	P+D	n=s|g=m	MOD(24839)	_
24856	delim		BLANK	BLANK	_	_	_	_
24857	forme	aux	P+D	à	P+D	n=p	MOD(24839)	_
24858	delim		BLANK	BLANK	_	_	_	_
24859	forme	troubles	NC	trouble	NC	n=p	PREP(24857)	_
24860	delim		BLANK	BLANK	_	_	_	_
24861	forme	du	P+D	de	P+D	n=s|g=m	DEP(24859)	_
24862	delim		BLANK	BLANK	_	_	_	_
24863	forme	comportement	NC	comportement	NC	n=s|g=m	PREP(24861)	_
24864	delim		BLANK	BLANK	_	_	_	_
24865	forme	et	CC	et	CC	_	COORD(24839)	P
24866	delim		BLANK	BLANK	_	_	_	_
24867	forme	mises	VPP	mettre	VPP	n=p|g=f|t=K	DEP_COORD(24865)	_
24868	delim		BLANK	BLANK	_	_	_	_
24869	forme	en	P	en	P	_	MOD(24867)	_
24870	delim		BLANK	BLANK	_	_	_	_
24871	forme	danger	NC	danger	NC	n=s|g=m	PREP(24869)	_
24872	delim		BLANK	BLANK	_	_	_	_
24873	forme	à	P	à	P	_	MOD(24867)	P
24874	delim		BLANK	BLANK	_	_	_	_
24875	forme	la	DET	la	DET	n=s|g=f	DET(24877)	_
24876	delim		BLANK	BLANK	_	_	_	_
24877	forme	difficulté	NC	difficulté	NC	n=s|g=f	PREP(24873)	_
24878	delim		BLANK	BLANK	_	_	_	_
24879	forme	pour	P	pour	P	_	MOD(24867)	_
24880	delim		BLANK	BLANK	_	_	_	_
24881	forme	l'	DET	le	DET	n=s	DET(24883)	_
24882	delim		BLANK	BLANK	_	_	_	_
24883	forme	aasistante	NC	_	NC	_	PREP(24879)	_
24884	delim		BLANK	BLANK	_	_	_	_
24885	forme	familiale	ADJ	familial	ADJ	n=s|g=f	MOD(24883)	_
24886	delim		BLANK	BLANK	_	_	_	_
24887	forme	s	NC	_	NC	_	MOD(24883)	P
24888	delim		BLANK	BLANK	_	_	_	_
24889	forme	ladifficulté	NC	_	NC	_	MOD(24883)	P
24890	delim		BLANK	BLANK	_	_	_	_
24891	forme	d'	P	de	P	_	MOD(24867)	_
24892	delim		BLANK	BLANK	_	_	_	_
24893	forme	un	DET	un	DET	n=s|g=m	DET(24895)	_
24894	delim		BLANK	BLANK	_	_	_	_
24895	forme	travail	NC	travail	NC	n=s|g=m	PREP(24891)	_
24896	delim		BLANK	BLANK	_	_	_	_
24897	forme	éducatif	ADJ	éducatif	ADJ	n=s|g=m	MOD(24895)	_
24898	delim		BLANK	BLANK	_	_	_	_
24899	forme	ile	ADV	_	ADV	_	MOD(24901)	P
24900	delim		BLANK	BLANK	_	_	_	_
24901	forme	mise	VPP	mettre	VPP	n=s|g=f|t=K	MOD(24895)	_
24902	delim		BLANK	BLANK	_	_	_	_
24903	forme	en	P	en	P	_	MOD(24901)	_
24904	delim		BLANK	BLANK	_	_	_	_
24905	forme	place	NC	place	NC	n=s|g=f	PREP(24903)	_
24906	delim		BLANK	BLANK	_	_	_	_
24907	forme	yait	NPP	_	NPP	_	MOD(24905)	P
24908	delim		BLANK	BLANK	_	_	_	_
24909	forme	u	NPP	_	NPP	_	MOD(24905)	P
24910	delim		BLANK	BLANK	_	_	_	_
24911	delim	§	DELIM	§	_	_	_	_
24912	delim		BLANK	BLANK	_	_	_	_
24913	forme	Rappelons	VIMP	rappeler	VIMP	n=p|t=Y|p=1	ROOT	P
24914	delim		BLANK	BLANK	_	_	_	_
24915	forme	que	CS	que	CS	_	OBJ(24913)	_
24916	delim		BLANK	BLANK	_	_	_	_
24917	forme	l	NC	_	NC	_	_()	_
24918	delim		BLANK	BLANK	_	_	_	_
24919	delim	§	DELIM	§	_	_	_	_
24920	delim		BLANK	BLANK	_	_	_	_
24921	forme	Cette	DET	cette	DET	n=s|g=f	DET(24923)	P
24922	delim		BLANK	BLANK	_	_	_	_
24923	forme	situation	NC	situation	NC	n=s|g=f	SUJ(24929)	_
24924	delim		BLANK	BLANK	_	_	_	_
24925	forme	nous	CLO	nous	CLO	n=p|p=1	AFF(24929)	_
24926	delim		BLANK	BLANK	_	_	_	_
24927	forme	a	V	avoir	V	n=s|t=P|p=3	AUX_TPS(24929)	_
24928	delim		BLANK	BLANK	_	_	_	_
24929	forme	conduit	VPP	conduire	VPP	n=s|g=m|t=K	ROOT	P
24930	delim		BLANK	BLANK	_	_	_	_
24931	forme	à	P	à	P	_	MOD(24929)	_
24932	delim		BLANK	BLANK	_	_	_	_
24933	forme	mettre	VINF	mettre	VINF	t=W	PREP(24931)	_
24934	delim		BLANK	BLANK	_	_	_	_
24935	forme	en	P	en	P	_	MOD(24933)	_
24936	delim		BLANK	BLANK	_	_	_	_
24937	forme	place	NC	place	NC	n=s|g=f	PREP(24935)	_
24938	delim		BLANK	BLANK	_	_	_	_
24939	forme	des	P+D	de	P+D	n=p	MOD(24933)	_
24940	delim		BLANK	BLANK	_	_	_	_
24941	forme	relais	NC	relais	NC	g=m	PREP(24939)	_
24942	delim		BLANK	BLANK	_	_	_	_
24943	forme	sur	P	sur	P	_	MOD(24933)	_
24944	delim		BLANK	BLANK	_	_	_	_
24945	forme	les	DET	les	DET	n=p	DET(24947)	_
24946	delim		BLANK	BLANK	_	_	_	_
24947	forme	temps	NC	temps	NC	g=m	PREP(24943)	_
24948	delim		BLANK	BLANK	_	_	_	_
24949	forme	de	P	de	P	_	MOD(24933)	_
24950	delim		BLANK	BLANK	_	_	_	_
24951	forme	week	NC	_	NC	_	PREP(24949)	_
24952	delim		BLANK	BLANK	_	_	_	_
24953	forme	end	NC	end	NC	n=s|g=f	MOD(24951)	_
24954	delim		BLANK	BLANK	_	_	_	_
24955	forme	alternativement	ADV	_	ADV	_	MOD(24957)	P
24956	delim		BLANK	BLANK	_	_	_	_
24957	forme	chez	P	chez	P	_	MOD(24933)	_
24958	delim		BLANK	BLANK	_	_	_	_
24959	forme	trois	DET	trois	DET	s=card|n=p	DET(24961)	_
24960	delim		BLANK	BLANK	_	_	_	_
24961	forme	assistants	NC	assistant	NC	n=p|g=m	PREP(24957)	_
24962	delim		BLANK	BLANK	_	_	_	_
24963	forme	familiaux	ADJ	familial	ADJ	n=p|g=m	MOD(24961)	_
24964	delim		BLANK	BLANK	_	_	_	_
24965	delim	.	PONCT	.	_	_	_	_
24966	delim		BLANK	BLANK	_	_	_	_
24967	delim	§	DELIM	§	_	_	_	_
24968	delim		BLANK	BLANK	_	_	_	_
24969	forme	En	P	en	P	_	MOD(24979)	P
24970	delim		BLANK	BLANK	_	_	_	_
24971	forme	septembre	NC	septembre	NC	n=s|g=m	PREP(24969)	_
24972	delim		BLANK	BLANK	_	_	_	_
24973	forme	2012	NC	2012	NC	_	MOD(24971)	_
24974	delim		BLANK	BLANK	_	_	_	_
24975	delim	,	PONCT	,	_	_	_	_
24976	delim		BLANK	BLANK	_	_	_	_
24977	forme	nous	CLS	nous	CLS	n=p|p=1	SUJ(24979)	P
24978	delim		BLANK	BLANK	_	_	_	_
24979	forme	avons	V	avoir	V	n=p|t=P|p=1	ROOT	_
24980	delim		BLANK	BLANK	_	_	_	_
24981	forme	une	DET	une	DET	n=s|g=f	DET(24983)	P
24982	delim		BLANK	BLANK	_	_	_	_
24983	forme	assistante	NC	assistant	NC	n=s|g=f	OBJ(24979)	_
24984	delim		BLANK	BLANK	_	_	_	_
24985	forme	familiale	ADJ	familial	ADJ	n=s|g=f	MOD(24983)	_
24986	delim		BLANK	BLANK	_	_	_	_
24987	forme	du	P+D	de	P+D	n=s|g=m	DEP(24983)	_
24988	delim		BLANK	BLANK	_	_	_	_
24989	forme	service	NC	service	NC	n=s|g=m	PREP(24987)	_
24990	delim		BLANK	BLANK	_	_	_	_
24991	forme	Ma	NPP	_	NPP	_	MOD(24989)	P
24992	delim		BLANK	BLANK	_	_	_	_
24993	delim	,	PONCT	,	_	_	_	_
24994	delim		BLANK	BLANK	_	_	_	_
24995	forme	d	NC	_	NC	_	MOD(24989)	_
24996	delim		BLANK	BLANK	_	_	_	_
24997	delim	§	DELIM	§	_	_	_	_
24998	delim		BLANK	BLANK	_	_	_	_
24999	forme	En	P	en	P	_	MOD(25021)	P
25000	delim		BLANK	BLANK	_	_	_	_
25001	forme	parrallèle	NC	_	NC	_	PREP(24999)	_
25002	delim		BLANK	BLANK	_	_	_	_
25003	delim	,	PONCT	,	_	_	_	_
25004	delim		BLANK	BLANK	_	_	_	_
25005	forme	une	DET	une	DET	n=s|g=f	DET(25007)	P
25006	delim		BLANK	BLANK	_	_	_	_
25007	forme	demande	NC	demande	NC	n=s|g=f	SUJ(25021)	_
25008	delim		BLANK	BLANK	_	_	_	_
25009	forme	d'	P	de	P	_	DEP(25007)	_
25010	delim		BLANK	BLANK	_	_	_	_
25011	forme	hospitalisation	NC	hospitalisation	NC	n=s|g=f	PREP(25009)	_
25012	delim		BLANK	BLANK	_	_	_	_
25013	forme	en	P	en	P	_	DEP(25007)	_
25014	delim		BLANK	BLANK	_	_	_	_
25015	forme	pédopsychiatrie	NC	pédopsychiatrie	NC	n=s|g=f	PREP(25013)	_
25016	delim		BLANK	BLANK	_	_	_	_
25017	forme	avait	V	avoir	V	n=s|t=I|p=3	AUX_TPS(25021)	P
25018	delim		BLANK	BLANK	_	_	_	_
25019	forme	été	VPP	être	VPP	t=K	AUX_PASS(25021)	_
25020	delim		BLANK	BLANK	_	_	_	_
25021	forme	demandé	VPP	demander	VPP	n=s|g=m|t=K	ROOT	_
25022	delim		BLANK	BLANK	_	_	_	_
25023	forme	par	P	par	P	_	MOD(25021)	_
25024	delim		BLANK	BLANK	_	_	_	_
25025	forme	le	DET	le	DET	n=s|g=m	DET(25027)	_
25026	delim		BLANK	BLANK	_	_	_	_
25027	forme	médecin	NC	médecin	NC	n=s|g=m	PREP(25023)	P
25028	delim		BLANK	BLANK	_	_	_	_
